Guid	Path	Original	PL	EN	RU
277d28b1-8dc4-4553-8a58-da1734914c1c			Witaj w kursie tworzenia gry NIM. Na stole leży $13$ patyków. Każdy z graczy bierze $1$ lub $2$ z nich. Przegrywa ten, który weźmie ostatni patyk. Nasza gra będzie działała w pętli $while$.	Welcome to the NIM game course. There is $ 13 $ sticks on the table. Each player takes $ 1 $ or $ 2 $ of them. The one who takes the last stick loses. Our game will run in a $ while $ loop.	Добро пожаловать на игровой курс NIM. На столе лежит $ 13 $ палочек. Каждый игрок берет $ 1 $ или $ 2 $ из них. Тот, кто возьмет последнюю палку, проиграет. Наша игра будет работать в цикле $ while$.
496290d0-4eb2-4107-a865-a330b61f69f0			Dodajmy ograniczenie, aby gracz nie mógł wziąć więcej patyków niż jest na stole.	Let's add a restriction so that the player cannot take more sticks than there is on the table.	Давайте добавим ограничение, чтобы игрок не мог взять больше палочек, чем есть на столе.
2e83951b-61c1-44b3-be02-435df2aeb261			Teraz sprawmy, aby gracz mógł brać tylko 1 albo 2 patyki.	Now let's make the player be able to take only 1 or 2 sticks.	Теперь давайте сделаем так, чтобы игрок мог взять только 1 или 2 палочки.
18e5f6c0-5c61-4790-8f48-b0e2bea99265			Dodajmy zwykłą wiadomość po wykonaniu złego ruchu.	Let's add a simple message after making a wrong move.	Давайте добавим простое сообщение после того, как сделали неправильный ход.
bb10435c-d620-4016-866e-a4a7047890d8			Dodajmy drugiego gracza. Kod możemy skopiować od gracza nr $1$. Turę będziemy kontrolować za pomocą zmiennej $"player_turn"$.	Let's add a second player. The code can be copied from player # $ 1 $. We will control who’s turn using the $ "player_turn" $ variable.	Давайте добавим второго игрока. Код можно скопировать с игрока # $ 1 $. Мы будем контролировать ход игрока, используя переменную $ "player_turn"$.
10a8b5e1-7dea-412d-b34a-c2ba83acfadb			Po wykonaniu prawidłowego ruchu przypiszmy do zmiennej $"player_turn"$ wartość przeciwnego gracza.	After making the correct move, assign the value of the opposite player to the $ "player_turn" $ variable.	Сделав правильный ход, присвойте значение противоположного игрока переменной $ "player_turn"$.
ca1c95db-a94a-4dad-9b12-ab09ccace64e			Sprawmy, aby w wiadomościach okienkowych było wiadome, który gracz wykonuje teraz ruch.	Using window messages let's make it clear which player is now performing the move.	Используя сообщения окна, давайте проясним, какой игрок сейчас выполняет ход.
d683cc4d-7689-46df-84f5-a2de18ee639c			Dodajmy również aktualną liczbę patyków.	Let's add also the current number of sticks.	Давайте также добавим текущее количество палочек.
5d37b91e-8bc4-4c49-b8ac-04d5710003f6			Aby nasze wiadomości wyglądały bardziej estetycznie, dodajmy znak nowej linii "\n".	To make our messages look more aesthetically pleasing, use the "\ n" newline character.	Чтобы наши сообщения выглядели более эстетично, добавьте символ новой строки "\ n".
2c633631-ed08-465e-b4a9-84ae5a6f37cf			Dodajmy wiadomość o tym, który z graczy wygrał potyczkę. Nasza gra jest skończona.	Let's add a message about which player won the skirmish. Our game is over.	Давайте добавим сообщение о том, какой игрок выиграл перестрелку. Наша игра окончена.
c23dbf0c-ff80-4528-99c1-eba601f4c4f2			Czysta lekcja do przećwiczenia nowo poznanej wiedzy z kursu.	A clean lesson to practice newly learned knowledge of the course.	Чистый урок, чтобы практиковать новые знания курса.
010cc56e-3d21-4fdd-839a-79c4e9295618			Czysta lekcja do przećwiczenia nowo poznanej wiedzy z kursu.	A clean lesson to practice newly learned knowledge of the course.	Чистый урок, чтобы практиковать новые знания курса.
45e362b2-4bb3-4398-870f-64f3ad9f6049			Czysta lekcja do przećwiczenia nowo poznanej wiedzy z kursu.	A clean lesson to practice newly learned knowledge of the course.	Чистый урок, чтобы практиковать новые знания курса.
c8fe9caa-7bc9-4e6b-9079-7a14284d98b1			Rekurencja polega na wywoływaniu przez funkcję samej siebie. W tym przykładzie program oblicza sumę n kolejnych liczb naturalnych.	Recursion is about calling the function itself. In this example, the program calculates the sum of n consecutive natural numbers.	Рекурсия - это вызов самой функции. В этом примере программа вычисляет сумму n последовательных натуральных чисел.
2f23ce67-4dd7-4b86-8101-6a83d78a180a			Silnia liczby naturalnej n - to iloczyn kolejnych liczb naturalnych od $1$ do $n$. Program wypisuje silnie liczb od $0$ do $9$.	The factorial of a natural number n - is the product of consecutive natural numbers from $ 1 $ to $ n $. The program prints factorial of numbers from $ 0 $ to $ 9 $.	Факториал натурального числа n-это произведение последовательных натуральных чисел от $ 1 $ до $ n $. Программа выводит факториал чисел от $ 0 $ до $ 9 $.
47b561fb-0614-45d3-bf7e-9e0942292df3			Napisz program obliczający silnię danej liczby w sposób rekurencyjny.	Write a program that calculates the factorial of a given number in a recursive way.	Напишите программу, которая вычисляет факториал данного числа рекурсивным способом.
a54d7f05-4f1a-47eb-b8f4-1798f95240e5			Program obliczający potęgi liczby 2 w sposób iteracyjny.	A program that calculates the powers of 2 in an iterative way.	Программа, которая вычисляет степени 2 итерационным способом.
9804c661-8be7-4527-a001-c6fbde72447f			Tym razem obliczamy potęgi w sposób rekurencyjny. Dzięki temu otrzymaliśmy krótszy kod programu.	This time, we calculate powers in a recursive way. As a result, we received a shorter program code.	На этот раз мы вычисляем мощности рекурсивным способом. В результате мы получили более короткий программный код.
4f2957da-9e23-4c28-b9da-f7e0a1fad9c4			Ciąg fibonacciego opisany w sposób iteracyjny.	The fibonacci sequence described in an iterative manner.	Последовательность Фибоначчи описана в итерационном порядке.
1c1a525a-8a43-4d03-bd93-8a77a7785fb2			Napisz program obliczający dany wyraz ciągu Fibonacciego w sposób rekurencyjny.	Write a program that calculates a given Fibonacci sequence in a recursive way.	Напишите программу, которая вычисляет заданную последовательность Фибоначчи рекурсивным способом.
